"","k2.cluster"
"151460005214",2
"151460005215",2
"151460005216",2
"151460005217",2
"151460005218",2
"151460005219",2
"151460005220",2
"151460005221",2
"151460005222",2
"151460005223",2
"151460005224",2
"151460005225",2
"151460005226",2
"151460005227",2
"151460005228",2
"151460005229",2
"151460005230",2
"151460005231",2
"151460005232",2
"151460005233",2
"151460005234",2
"151460005237",2
"151460005238",2
"151460005239",2
"151460005240",2
"151460005241",2
"151460005242",2
"151460005243",2
"151460005244",2
"151460005245",2
"151460005246",2
"151460005247",2
"151460005248",2
"151460005249",2
"151460005250",2
"151460005251",2
"151460005252",2
"151460005253",2
"151460005254",2
"151460005255",2
"151460005256",2
"151460005257",2
"151460005258",2
"151460005259",2
"151460005260",2
"151460005261",2
"151460005262",2
"151460005263",2
"151460005264",2
"151460005265",2
"151460005266",2
"151460005267",2
"151460005268",2
"151460005269",2
"151460005270",2
"151460005271",2
"151460005272",2
"151460005273",2
"151460005274",2
"151460005275",2
"151460005276",2
"151460005277",2
"151460005278",2
"151460005279",2
"151460005280",2
"151460005281",2
"151460005282",2
"151460005283",2
"151460005284",2
"151460005285",2
"151460005286",2
"151460005287",2
"151460005288",2
"151460005289",2
"151460005290",2
"151460005291",2
"151460005292",2
"151460005293",2
"151460005294",2
"151460005295",2
"151460005296",2
"151460005297",2
"151460005298",2
"151460005299",2
"151460005300",2
"151460005301",2
"151460005302",2
"151460005303",2
"151460005304",2
"151460005305",2
"151460005306",2
"151460005307",2
"151460005308",2
"151460005309",2
"151460005310",2
"151460005311",2
"151460005312",2
"151460005313",1
"151460005314",1
"151460005315",1
"151460005316",1
"151460005317",1
"151460005318",1
"151460005319",1
"151460005320",2
"151460005321",1
"151460005322",2
"151460005323",2
"151460005324",2
"151460005325",2
"151460005326",1
"151460005327",1
"151460005328",1
"151460005329",1
"151460005330",1
"151460005331",1
"151460005332",1
"151460005333",1
"151460005334",1
"151460005335",1
"151460005336",1
"151460005337",1
"151460005338",1
"151460005339",1
"151460005340",1
"151460005341",1
"151460005342",1
"151460005343",1
"151460005344",1
"151460005345",1
"151460005346",1
"151460005347",2
"151460005348",2
"151460005349",2
"151460005350",2
"151460005351",1
"151460005352",1
"151460005353",1
"151460005354",1
"151460005355",1
"151460005356",2
"151460005357",1
"151460005358",1
"151460005359",2
"151460005360",2
"151460005361",2
"151460005362",2
"151460005363",2
"151460005364",2
"151460005365",2
"151460005366",2
"151460005367",2
"151460005368",1
"151460005369",1
"151460005370",1
"151460005371",1
"151460005372",1
"151460005373",1
"151460005374",1
"151460005375",1
"151460005376",1
"151460005377",1
"151460005378",1
"151460005379",1
"151460005380",1
"151460005381",1
"151460005382",1
"151460005383",2
"151460005384",2
"151460005385",1
"151460005386",1
"151460005387",1
"151460005388",2
"151460005389",2
"151460005390",2
"151460005391",2
"151460005392",2
"151460005393",2
"151460005394",2
"151460005395",2
"151460005396",2
"151460005397",2
"151460005398",2
"151460005399",2
"151460005400",2
"151460005401",2
"151460005402",2
"151460005403",2
"151460005404",2
"151460005405",2
"151460005406",2
"151460005407",2
"151460005408",2
"151460005409",2
"151460005410",2
"151460005411",2
"151460005412",2
"151460005413",2
"151460005414",2
"151460005415",2
"151460005416",2
"151460005417",2
"151460005418",2
"151460005419",2
"151460005420",2
"151460005421",2
"151460005422",2
"151460005423",2
"151460005424",2
"151460005425",2
"151460005426",2
"151460005427",2
"151460005428",2
"151460005429",2
"151460005430",2
"151460005431",2
"151460005432",2
"151460005433",2
"151460005434",2
"151460005435",2
"151460005436",2
"151460005437",2
"151460005438",2
"151460005439",2
"151460005440",2
"151460005441",2
"151460005442",2
"151460005443",2
"151460005444",2
"151460005445",2
"151460005446",2
"151460005447",2
"151460005448",2
"151460005449",2
"151460005450",2
"151460005451",2
"151460005452",2
"151460005453",2
"151460005454",2
"151460005455",2
"151460005456",2
"151460005457",2
"151460005458",2
"151460005459",2
"151460005460",2
"151460005461",2
"151460005462",2
"151460005463",1
"151460005464",1
"151460005465",1
"151460005466",1
"151460005467",1
"151460005468",1
"151460005469",1
"151460005470",1
"151460005471",1
"151460005472",1
"151460005473",1
"151460005474",1
"151460005476",1
"151460005477",1
"151460005478",1
"151460005479",1
"151460005480",1
"151460005481",1
"151460005482",2
"151460005483",2
"151460005484",1
"151460005485",2
"151460005486",2
"151460005487",2
"151460005488",1
"151460005489",1
"151460005490",2
"151460005491",1
"151460005492",2
"151460005493",1
"151460005494",1
"151460005495",1
"151460005496",1
"151460005497",1
"151460005498",1
"151460005499",2
"151460005500",2
"151460005501",2
"151460005502",2
"151460005503",2
"151460005504",1
"151460005505",1
"151460005506",1
"151460005507",2
"151460005508",2
"151460005509",2
"151460005510",2
"151460005511",2
"151460005512",2
"151460005513",2
"151460005514",2
"151460005515",2
"151460005516",2
"151460005517",2
"151460005518",2
"151460005519",2
"151460005520",1
"151460005521",2
"151460005522",1
"151460005523",1
"151460005524",2
"151460005525",2
"151460005526",2
"151460005527",2
"151460005528",2
"151460005529",2
"151460005530",2
"151460005531",2
"151460005532",2
"151460005533",2
"151460005534",2
"151460005535",2
"151460005536",2
"151460005537",2
"151460005538",2
"151460005539",2
"151460005540",1
"151460005541",2
"151460005542",2
"151460005543",2
"151460005544",2
"151460005545",2
"151460005546",2
"151460005547",2
"151460005548",2
"151460005549",2
"151460005550",2
"151460005551",2
"151460005552",2
"151460005553",2
"151460005554",2
"151460005555",1
"151460005556",2
"151460005557",2
"151460005558",2
"151460005559",2
"151460005560",2
"151460005561",2
"151460005562",2
"151460005563",2
"151460005564",2
"151460005565",2
"151460005566",2
"151460005567",2
"151460005568",2
"151460005569",2
"151460005570",2
"151460005571",2
"151460005572",2
"151460005573",2
"151460005574",2
"151460005575",2
"151460005576",2
"151460005577",2
"151460005578",2
"151460005579",2
"151460005580",2
"151460005581",2
"151460005582",2
"151460005583",2
"151460005584",2
"151460005585",2
"151460005586",2
"151460005587",2
"151460005588",2
"151460005589",2
"151460005590",2
"151460005591",2
"151460005592",2
"151460005593",2
"151460005594",2
"151460005595",2
"151460005596",2
"151460005597",2
"151460005598",2
"151460005599",2
"151460005600",2
"151460005601",2
"151460005602",2
"151460005603",2
"151460005604",2
"151460005605",2
"151460005606",2
"151460005607",2
"151460005608",2
"151460005609",1
"151460005610",1
"151460005611",1
"151460005612",1
"151460005613",1
"151460005614",2
"151460005615",1
"151460005616",1
"151460005617",1
"151460005618",1
"151460005619",1
"151460005620",1
"151460005621",1
"151460005622",1
"151460005623",2
"151460005624",2
"151460005625",2
"151460005626",2
"151460005627",2
"151460005628",2
"151460005629",2
"151460005630",2
"151460005631",2
"151460005632",2
"151460005633",2
"151460005634",2
"151460005635",2
"151460005636",2
"151460005637",2
"151460005638",2
"151460005639",2
"151460005640",2
"151460005641",2
"151460005642",2
"151460005643",2
"151460005644",2
"151460005645",2
"151460005646",2
"151460005647",2
"151460005648",2
"151460005649",2
"151460005650",2
"151460005651",2
"151460005652",2
"151460005653",2
"151460005654",2
"151460005655",2
"151460005656",2
"151460005657",2
"151460005658",2
"151460005659",2
"151460005660",2
"151460005661",2
"151460005662",2
"151460005663",2
"151460005664",2
"151460005665",2
"151460005666",2
"151460005667",2
"151460005668",2
"151460005669",2
"151460005670",2
"151460005671",2
"151460005672",2
"151460005673",2
"151460005674",2
"151460005675",2
"151460005676",2
"151460005677",2
"151460005678",2
"151460005679",2
"151460005680",2
"151460005681",2
"151460005682",2
"151460005683",1
"151460005684",1
"151460005685",1
"151460005686",1
"151460005687",2
"151460005688",2
"151460005689",2
"151460005690",2
"151460005691",2
"151460005692",2
"151460005693",2
"151460005694",2
"151460005695",2
"151460005696",2
"151460005697",2
"151460005698",2
"151460005699",2
"151460005700",2
"151460005701",2
"151460005702",2
"151460005703",2
"151460005704",2
"151460005705",2
"151460005706",2
"151460005707",2
"151460005708",2
"151460005709",2
"151460005710",2
"151460005711",2
"151460005712",2
"151460005713",2
"151460005714",2
"151460005715",2
"151460005716",2
"151460005717",2
"151460005718",2
"151460005719",2
"151460005720",2
"151460005721",2
"151460005722",2
"151460005723",2
"151460005724",2
"151460005725",2
"151460005726",2
"151460005727",2
"151460005728",2
"151460005729",2
"151460005730",2
"151460005731",2
"151460005732",2
"151460005733",2
"151460005734",2
"151460005735",2
"151460005736",2
"151460005737",2
"151460005738",2
"151460005739",2
"151460005740",2
"151460005741",2
"151460005742",2
"151460005743",2
"151460005744",2
"151460005745",2
"151460005746",2
"151460005747",2
"151460005748",2
"151460005749",2
"151460005750",2
"151460005751",2
"151460005752",2
"151460005753",2
"151460005754",2
"151460005755",2
"151460005756",2
"151460005757",2
"151460005758",2
"151460005759",2
"151460005760",2
"151460005761",2
"151460005762",2
"151460005763",2
"151460005764",2
"151460005765",2
"151460005766",2
"151460005767",2
"151460005768",2
"151460005769",2
"151460005770",2
"151460005771",2
"151460005772",2
"151460005773",2
"151460005774",2
"151460005775",2
"151460005776",2
"151460005777",2
"151460005778",2
"151460005779",2
"151460005780",2
"151460005783",1
"151460005784",2
"151460005785",2
"151460005786",2
"151460005787",2
"151460005788",2
"151460005789",2
"151460005790",2
"151460005791",2
"151460005792",2
"151460005793",2
"151460005794",2
"151460005795",2
"151460005796",2
"151460005797",2
"151460005798",2
"151460005799",2
"151460005800",2
"151460005801",2
"151460005802",2
"151460005803",2
"151460005804",2
"151460005805",2
"151460005806",2
"151460005807",2
"151460005808",2
"151460005809",2
"151460005810",2
"151460005811",2
"151460005812",2
"151460005813",2
"151460005814",2
"151460005815",2
"151460005816",2
"151460005817",2
"151460005818",2
"151460005819",2
"151460005820",2
"151460005821",2
"151460005822",2
"151460005823",2
"151460005824",2
"151460005825",2
"151460005826",2
"151460005827",2
"151460005828",2
"151460005829",2
"151460005830",1
"151460005831",1
"151460005832",2
"151460005833",2
"151460005834",2
"151460005835",2
"151460005836",2
"151460005837",2
"151460005838",2
"151460005839",2
"151460005840",2
"151460005841",2
"151460005842",2
"151460005843",2
"151460005844",2
"151460005845",2
"151460005846",2
"151460005847",2
"151460005848",2
"151460005849",2
"151460005850",2
"151460005851",2
"151460005853",2
"151460005855",2
"151460005856",2
"151460005857",2
"151460005858",2
"151460005859",2
"151460005860",2
"151460005861",2
"151460005862",1
"151460005863",2
"151460005864",2
"151460005865",2
"151460005866",2
"151460005867",2
"151460005868",2
"151460005869",2
"151460005870",2
"151460005871",2
"151460005872",2
"151460005873",2
"151460005874",2
"151460005875",2
"151460005876",2
"151460005877",2
"151460005878",2
"151460005879",2
"151460005880",2
"151460005881",2
"151460005882",2
"151460005883",2
"151460005884",2
"151460005885",2
"151460005886",2
"151460005887",2
"151460005888",2
"151460005889",2
"151460005890",2
"151460005891",2
"151460005892",2
"151460005893",2
"151460005894",1
"151460005895",2
"151460005896",2
"151460005897",2
"151460005898",2
"151460005899",2
"151460005900",2
"151460005901",2
"151460005902",2
"151460005903",2
"151460005904",2
"151460005905",2
"151460005906",2
"151460005907",2
"151460005908",2
"151460005909",2
"151460005910",2
"151460005911",2
"151460005912",2
"151460005913",2
"151460005914",2
"151460005915",2
"151460005916",2
"151460005917",1
"151460005918",1
"151460005919",2
"151460005920",2
"151460005921",2
"151460005922",2
"151460005923",2
"151460005924",2
"151460005925",2
"151460005926",1
"151460005927",2
"151460005928",2
"151460005929",2
"151460005930",2
"151460005931",2
"151460005932",2
"151460005933",2
"151460005934",2
"151460005935",2
"151460005936",2
"151460005937",2
"151460005938",2
"151460005939",2
"151460005940",2
"151460005941",2
"151460005942",2
"151460005943",2
"151460005944",2
"151460005945",2
"151460005946",2
"151460005947",2
"151460005948",2
"151460005949",2
"151460005950",2
"151460005951",2
"151460005952",2
"151460005953",2
"151460005954",2
"151460005955",2
"151460005956",2
"151460005957",2
"151460005958",2
"151460005959",2
"151460005960",2
"151460005961",2
"151460005962",1
"151460005963",1
"151460005964",1
"151460005965",1
"151460005966",1
"151460005967",1
"151460005968",1
"151460005969",2
"151460005970",1
"151460005971",1
"151460005972",1
"151460005973",1
"151460005974",1
"151460005975",1
"151460005976",1
"151460005977",1
"151460005978",1
"151460005979",1
"151460005980",1
"151460005981",1
"151460005982",1
"151460005983",1
"151460005984",1
"151460005985",2
"151460005986",2
"151460005987",2
"151460005988",1
"151460005989",1
"151460005990",2
"151460005991",2
"151460005992",2
"151460005993",2
"151460005994",2
"151460005995",2
"151460005996",2
"151460005997",2
"151460005998",2
"151460005999",2
"151460006000",2
"151460006001",2
"151460006002",2
"151460006003",2
"151460006004",1
"151460006005",1
"151460006006",2
"151460006007",2
"151460006008",1
"151460006009",1
"151460006010",1
"151460006016",1
"151460006019",1
"151460006020",1
"151460006021",2
"151460006022",2
"151460006023",1
"151460006024",2
"151460006025",2
"151460006026",2
"151460006027",2
"151460006028",2
"151460006029",2
"151460006030",2
"151460006031",2
"151460006032",1
"151460006033",1
"151460006034",1
"151460006035",1
"151460006036",2
"151460006037",2
"151460006038",2
"151460006039",2
"151460006040",2
"151460006041",2
"151460006042",2
"151460006043",2
"151460006044",2
"151460006045",2
"151460006046",2
"151460006047",2
"151460006048",2
"151460006049",2
"151460006050",2
"151460006051",1
"151460006052",1
"151460006053",1
"151460006054",1
"151460006055",1
"151460006056",1
"151460006057",1
"151460006058",1
"151460006059",1
"151460006060",1
"151460006061",1
"151460006062",1
"151460006063",1
"151460006064",1
"151460006065",2
"151460006066",2
"151460006067",2
"151460006068",2
"151460006069",2
"151460006070",2
"151460006071",2
"151460006072",2
"151460006073",2
"151460006074",2
"151460006075",1
"151460006076",1
"151460006077",2
"151460006078",2
"151460006079",2
"151460006080",2
"151460006081",2
"151460006082",2
"151460006083",2
"151460006084",2
"151460006085",2
"151460006086",2
"151460006087",2
"151460006088",2
"151460006089",2
"151460006090",2
"151460006091",2
"151460006092",2
"151460006093",2
"151460006094",2
"151460006095",2
"151460006096",2
"151460006097",2
"151460006098",2
"151460006099",2
"151460006100",2
"151460006101",2
"151460006102",2
"151460006103",2
"151460006104",2
"151460006105",2
"151460006106",2
"151460006107",2
"151468888883",2
"151468888884",2
"151468888885",2
"151468888886",1
"151468888887",1
"151468888888",1
"151570000054",2
"151570000055",2
"151570000056",2
"151570000057",2
"151570000140",2
"151570000141",2
"151570000142",2
"151570000150",2
"151570000152",2
"151570000153",2
"151570000154",2
"151590000022",2
"151590000039",2
"151700000017",1
"151700000048",1
"151700000051",1
"151700000054",1
"151700000055",1
"151700000077",1
"151700000080",1
"151700000087",1
"151700000088",1
"151710000044",2
"151710000149",1
"151710000150",1
"151710000166",2
"151820000256",1
"151820000316",1
"151820000318",1
"151890000170",1
"151890000209",2
"151890000210",2
"151890000211",2
"151920000024",2
"151920000073",1
"151920000076",1
"151920000086",1
"151920000094",1
"152050000010",2
"152050000013",1
"152050000016",1
"152050000027",2
"152050000030",2
"152050000051",2
"152050000061",2
"152050000063",1
"152050000065",2
"152050000068",1
"152050000069",2
"152050000080",2
"152050000081",1
"152050000082",2
"152050000083",1
"152090000120",2
"152090000121",2
"152090000143",2
"152090000189",1
"152090000190",1
"152090000192",1
"152090000193",1
"152090000196",1
"152090000197",1
"152090000199",1
"152090000200",2
"152090000201",2
"152090000237",1
"152090000238",1
"152090000239",1
"152090000240",1
"152090000241",2
"152090000242",2
"152090000280",2
"152090000281",2
"152090000282",2
"152090000283",2
"152090000317",1
"152090000319",1
"152090000343",2
"152090000345",2
"152090000351",2
"152110000019",1
"152110000022",1
"152110000043",1
"152110000047",1
"152110000062",2
"152110000063",1
"152110000064",2
"152110000072",2
"152110000114",1
"152110000118",1
"152110000120",1
"152110000124",1
"152110000125",1
"152110000126",1
"152110000127",1
"152110000128",1
"152110000129",1
"152110000130",1
"152110000137",2
"152110000138",1
"152110000146",1
"152200000180",2
"152420000001",1
"152420000002",1
"152420000008",1
"152420000039",1
"152420000042",1
"152420000104",1
"152420000106",1
"152420000114",1
"152420000118",1
"152500000023",2
"152500000029",1
"152500000030",2
"152500000031",1
"152500000032",1
"152500000033",1
"152500000035",1
"152500000062",1
